User_ID,User_Location,User_Locale,User_Contributions,Travel_Date,Published_Date,Rating,Helpful_Votes,number_of_times_abroad,Age,Travel Style,Duration of Stay (Days),Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
User 580,"Hong Kong, China",en_US,82,18-Jun,2018-06-20T06:22:12-04:00,4,0,3,32.0,group,0m1w6d,2839.0,Wildlife Safaris,Hiking and Trekking,Water Sports,Fall,Public-Bus,Medium,Hostel,Adventure & Active
User 597,"Bath, United Kingdom",en_UK,41,18-Apr,2018-04-11T09:21:46-04:00,4,2,7,19.0,solo,0m0w6d,1924.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Train,Medium,Hostel,Adventure & Active
User 598,"Kingston-upon-Hull, United Kingdom",en_US,19,18-Mar,2018-04-09T10:54:29-04:00,5,2,5,31.0,group,0m1w6d,2362.0,Wildlife Safaris,Hiking and Trekking,Camping,Summer,Train,Medium,Guesthouse,Adventure & Active
User 600,"New Delhi, India",en_US,43,18-Feb,2018-04-05T06:41:41-04:00,5,1,3,18.0,couples,0m2w0d,1990.0,Hiking and Trekking,Camping,Water Sports,Summer,PickMe,Medium,Camping,Adventure & Active
User 607,"Abu Dhabi, United Arab Emirates",en_US,281,19-Apr,2019-04-12T07:46:05-04:00,4,0,8,20.0,group,0m2w5d,2236.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Summer,Public-Bus,Medium,Camping,Adventure & Active
User 608,Iran,en_US,188,19-Apr,2019-04-07T23:53:54-04:00,3,1,7,19.0,solo,0m1w3d,2304.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Fall,scooter,Medium,Guesthouse,Adventure & Active
User 613,"Dubai, United Arab Emirates",en_UK,1,18-Dec,2019-03-26T23:59:56-04:00,3,0,10,26.0,group,0m2w4d,2393.0,Whale and Dolphin Watching,Water Sports,Camping,Summer,Train,Medium,Camping,Adventure & Active
User 614,"Copenhagen, Denmark",da,17,19-Jan,2019-03-25T17:07:53-04:00,5,0,13,32.0,solo,0m1w0d,2949.0,Water Sports,Camping,Whale and Dolphin Watching,Spring,Bike,Medium,Camping,Adventure & Active
User 617,"Dubai, United Arab Emirates",en_UK,19,19-Jan,2019-03-18T12:14:30-04:00,5,0,2,23.0,group,0m2w0d,1623.0,Whale and Dolphin Watching,Water Sports,Wildlife Safaris,Summer,Train,Medium,Camping,Adventure & Active
User 623,"Timisoara, Romania",ro_RO,1116,19-Mar,2020-02-27T04:35:18-05:00,4,0,6,28.0,group,0m2w3d,2373.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Summer,AC-Bus,Medium,Hostel,Adventure & Active
User 626,"Phoenix, Arizona",en_US,817,20-Feb,2020-02-22T18:12:17-05:00,3,4,2,23.0,solo,0m0w6d,2014.0,Wildlife Safaris,Hiking and Trekking,Camping,Summer,Van,Medium,Hostel,Adventure & Active
User 628,Finland,en_US,11,20-Feb,2020-02-13T01:46:52-05:00,3,0,5,26.0,solo,0m1w1d,1538.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
User 631,"Dubai, United Arab Emirates",en_US,5,20-Jan,2020-02-06T06:32:52-05:00,5,1,1,27.0,solo,0m1w3d,2348.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Fall,Train,Medium,Guesthouse,Adventure & Active
User 635,"Corby, United Kingdom",en_US,81,20-Jan,2020-01-22T05:46:01-05:00,4,2,1,31.0,solo,0m1w2d,2306.0,Whale and Dolphin Watching,Camping,Wildlife Safaris,Fall,Car,Medium,Hostel,Adventure & Active
User 637,"Dubai, United Arab Emirates",ru,2,23-Feb,2023-02-02T22:45:06-05:00,2,0,9,32.0,couples,0m1w5d,2709.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Bike,Medium,Hostel,Adventure & Active
User 640,"Graz, Austria",de,2,22-Jul,2022-07-11T07:01:53-04:00,1,1,5,24.0,solo,0m1w1d,1787.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Summer,scooter,Medium,Hostel,Adventure & Active
User 650,"Doha, Qatar",en_US,26,20-Feb,2020-07-09T06:26:42-04:00,3,0,8,31.0,group,0m2w6d,3000.0,Hiking and Trekking,Water Sports,Camping,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
User 654,"Brighton, United Kingdom",en_GB,277,20-Jan,2020-01-13T16:26:55-05:00,4,1,0,20.0,solo,0m1w1d,2463.0,Whale and Dolphin Watching,Wildlife Safaris,Camping,Summer,Train,Medium,Guesthouse,Adventure & Active
User 667,"Bengaluru, India",en_IN,252,19-Apr,2019-04-18T08:09:42-04:00,4,0,6,18.0,solo,0m0w5d,2215.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Fall,Train,Medium,Guesthouse,Adventure & Active
User 672,"Bradford, United Kingdom",en_UK,77,19-Apr,2019-04-08T07:03:34-04:00,4,3,10,20.0,couples,0m1w5d,1804.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Summer,Car,Medium,Guesthouse,Adventure & Active
User 675,"Glowe, Germany",hu,5,19-Apr,2019-04-01T07:57:45-04:00,5,1,10,20.0,solo,0m1w1d,2466.0,Camping,Wildlife Safaris,Water Sports,Summer,Train,Medium,Hostel,Adventure & Active
User 694,"Nedescina, Croatia",en_UK,3,19-Feb,2019-02-20T10:39:45-05:00,3,1,1,23.0,solo,0m1w0d,2492.0,Camping,Hiking and Trekking,Wildlife Safaris,Summer,Train,Medium,Guesthouse,Adventure & Active
User 703,"Sydney, Australia",en_UK,13,19-Feb,2019-02-09T05:22:22-05:00,4,0,15,22.0,solo,0m1w2d,1805.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Summer,Train,Medium,Hostel,Adventure & Active
User 714,"Chilworth, United Kingdom",en_UK,48,18-Aug,2018-10-02T22:22:40-04:00,5,1,8,20.0,group,0m2w0d,1674.0,Whale and Dolphin Watching,Water Sports,Camping,Summer,Train,Medium,Camping,Adventure & Active
User 719,"Exeter, United Kingdom",en_UK,143,19-Jan,2019-01-24T02:38:18-05:00,3,1,14,28.0,group,0m1w4d,1841.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Summer,Car,Medium,Camping,Adventure & Active
User 722,"Newquay, United Kingdom",en_US,15,18-Dec,2019-01-19T20:00:40-05:00,4,0,4,32.0,couples,0m1w5d,2404.0,Camping,Hiking and Trekking,Whale and Dolphin Watching,Summer,PickMe,Medium,Hostel,Adventure & Active
User 735,"Henley Beach, Australia",en_AU,91,19-Sep,2019-09-30T04:16:35-04:00,4,0,9,28.0,group,0m1w3d,1954.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Fall,Van,Medium,Camping,Adventure & Active
User 738,"Kuala Lumpur, Malaysia",en_MY,91,18-Dec,2018-12-04T22:30:54-05:00,5,0,7,23.0,couples,0m1w3d,2133.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Summer,Bike,Medium,Camping,Adventure & Active
User 743,"Auckland Central, New Zealand",en_US,10,18-Oct,2018-11-23T15:34:04-05:00,5,0,2,28.0,group,0m2w0d,1925.0,Wildlife Safaris,Water Sports,Camping,Summer,Train,Medium,Camping,Adventure & Active
User 746,"Nijmegen, The Netherlands",en_US,136,18-Aug,2018-08-12T22:41:32-04:00,2,0,4,18.0,solo,0m1w3d,2456.0,Water Sports,Whale and Dolphin Watching,Camping,Summer,scooter,Medium,Guesthouse,Adventure & Active
User 759,"Brisbane, Australia",en_AU,61,19-Jan,2019-01-02T01:18:34-05:00,4,1,14,32.0,solo,0m1w1d,2071.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Fall,Bike,Medium,Hostel,Adventure & Active
User 761,"Stockholm, Sweden",en_US,24,18-Dec,2019-01-01T23:34:44-05:00,3,0,12,22.0,group,0m2w3d,1653.0,Wildlife Safaris,Hiking and Trekking,Camping,Fall,Train,Medium,Hostel,Adventure & Active
User 763,"Moscow, Russia",ru,278,18-Dec,2018-12-28T18:24:18-05:00,3,0,10,19.0,solo,0m1w0d,2135.0,Water Sports,Whale and Dolphin Watching,Hiking and Trekking,Summer,Van,Medium,Camping,Adventure & Active
User 770,"Zagreb, Croatia",en_UK,4,18-Jan,2018-09-18T01:55:04-04:00,5,0,3,21.0,group,0m1w5d,1549.0,Water Sports,Whale and Dolphin Watching,Hiking and Trekking,Summer,AC-Bus,Medium,Hostel,Adventure & Active
User 775,"Abbotsford, Australia",en_US,12,18-Aug,2018-08-28T04:14:32-04:00,1,0,8,23.0,solo,0m1w2d,2092.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Summer,Train,Medium,Camping,Adventure & Active
User 778,"London, United Kingdom",en_UK,33,18-Aug,2018-08-24T17:48:55-04:00,3,0,14,21.0,solo,0m0w5d,2331.0,Water Sports,Whale and Dolphin Watching,Wildlife Safaris,Fall,Car,Medium,Hostel,Adventure & Active
User 780,"Singapore, Singapore",en_US,23,18-Jun,2018-08-18T20:14:05-04:00,3,1,10,18.0,group,0m1w3d,1747.0,Whale and Dolphin Watching,Wildlife Safaris,Water Sports,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
User 790,"St. Petersburg, Russia",en_US,13,19-Jul,2019-07-22T00:39:03-04:00,3,0,2,24.0,group,0m2w0d,1846.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Train,Medium,Camping,Adventure & Active
User 792,"Abu Dhabi, United Arab Emirates",en_US,20,19-Jul,2019-07-09T08:24:47-04:00,4,0,10,20.0,solo,0m0w5d,1973.0,Hiking and Trekking,Water Sports,Camping,Fall,Train,Medium,Camping,Adventure & Active
User 798,"Christchurch, United Kingdom",en_UK,2,20-Mar,2020-03-13T03:27:13-04:00,3,1,3,29.0,group,0m1w3d,1994.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Winter,Van,Medium,Hostel,Adventure & Active
User 816,"Canvey Island, United Kingdom",en_UK,46,19-Feb,2019-03-02T04:23:53-05:00,3,0,10,19.0,group,0m1w3d,2373.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Fall,Van,Medium,Guesthouse,Adventure & Active
User 819,"Onsala, Sweden",en_US,74,18-Oct,2018-11-11T07:43:22-05:00,4,1,10,20.0,group,0m1w3d,2374.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
User 827,"Stockport, United Kingdom",en_UK,58,18-Aug,2018-08-02T04:42:39-04:00,3,2,0,31.0,group,0m2w3d,3070.0,Wildlife Safaris,Camping,Water Sports,Summer,Train,Medium,Camping,Adventure & Active
User 836,essex,en_UK,2,18-Apr,2018-04-28T09:23:27-04:00,4,0,15,22.0,group,0m2w3d,2086.0,Camping,Wildlife Safaris,Hiking and Trekking,Fall,Van,Medium,Hostel,Adventure & Active
User 837,"Warrington, United Kingdom",en_UK,15,18-Apr,2018-04-22T00:29:53-04:00,3,0,5,21.0,solo,0m1w3d,2101.0,Whale and Dolphin Watching,Camping,Hiking and Trekking,Summer,Train,Medium,Camping,Adventure & Active
User 838,"Warwickshire, United Kingdom",en_US,3,18-Apr,2018-04-21T00:41:18-04:00,3,0,10,27.0,solo,0m1w0d,1927.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,Train,Medium,Hostel,Adventure & Active
User 853,"Reading, United Kingdom",en_UK,14,17-Dec,2018-02-09T01:47:13-05:00,5,1,10,20.0,group,0m2w1d,1535.0,Water Sports,Wildlife Safaris,Camping,Summer,Car,Medium,Guesthouse,Adventure & Active
User 856,"Mumbai, India",en_IN,39,17-Nov,2017-11-08T19:17:35-05:00,4,0,3,27.0,group,0m1w4d,2497.0,Hiking and Trekking,Camping,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
User 858,"Nottinghamshire, United Kingdom",en_UK,4,17-Sep,2017-10-23T05:20:11-04:00,5,0,2,24.0,group,0m2w5d,2117.0,Water Sports,Wildlife Safaris,Camping,Fall,Van,Medium,Guesthouse,Adventure & Active
User 865,Cheshire,en_UK,16,17-Aug,2017-09-04T11:29:32-04:00,1,0,3,21.0,group,0m2w2d,1849.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Train,Medium,Camping,Adventure & Active
User 871,"London, United Kingdom",en_US,37,17-Aug,2017-08-08T04:19:57-04:00,4,0,5,30.0,group,0m2w1d,2160.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Fall,Car,Medium,Hostel,Adventure & Active
User 883,"Luton, United Kingdom",en_UK,79,19-Feb,2019-02-06T20:37:55-05:00,3,1,4,23.0,solo,0m1w3d,2075.0,Hiking and Trekking,Camping,Whale and Dolphin Watching,Winter,Train,Medium,Camping,Adventure & Active
User 885,"London, United Kingdom",en_US,2,19-Jan,2019-02-04T08:09:23-05:00,3,0,5,25.0,group,0m1w3d,1952.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Summer,Car,Medium,Camping,Adventure & Active
User 886,"Erskine, United Kingdom",en_UK,3,18-Dec,2019-02-03T11:58:18-05:00,5,0,5,26.0,group,0m2w6d,1983.0,Camping,Wildlife Safaris,Whale and Dolphin Watching,Winter,Car,Medium,Hostel,Adventure & Active
User 890,"Berlin, Germany",en_US,3,19-Jan,2019-01-03T23:00:55-05:00,4,0,9,30.0,group,0m2w5d,2276.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,Car,Medium,Guesthouse,Adventure & Active
User 891,"Wirksworth, United Kingdom",en_GB,64,18-Dec,2018-12-31T08:18:33-05:00,4,0,7,20.0,solo,0m1w2d,2067.0,Wildlife Safaris,Hiking and Trekking,Camping,Summer,Car,Medium,Guesthouse,Adventure & Active
User 901,"Bratislava, Slovakia",en_US,52,18-Jan,2018-01-23T09:07:25-05:00,5,0,10,30.0,group,0m1w6d,2475.0,Wildlife Safaris,Camping,Water Sports,Winter,Car,Medium,Hostel,Adventure & Active
User 903,Thane - West,en_IN,123,18-Jan,2018-01-14T04:13:28-05:00,5,0,0,22.0,solo,0m1w2d,1903.0,Wildlife Safaris,Water Sports,Camping,Summer,scooter,Medium,Camping,Adventure & Active
User 904,"Pune District, India",en_IN,48,17-Dec,2018-01-09T23:00:54-05:00,5,0,0,25.0,group,0m1w5d,2198.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,Public-Bus,Medium,Camping,Adventure & Active
User 905,Lebanon,en_US,19,18-Jan,2018-01-08T09:59:09-05:00,4,1,9,32.0,group,0m2w5d,2313.0,Hiking and Trekking,Water Sports,Wildlife Safaris,Fall,Van,Medium,Camping,Adventure & Active
User 906,"Isle of Wight, United Kingdom",en_US,24,17-Dec,2018-01-02T04:00:49-05:00,3,0,5,30.0,group,0m1w5d,2310.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
User 911,Austria,en_MY,121,17-Nov,2017-11-22T03:03:06-05:00,3,0,3,22.0,solo,0m0w5d,2050.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Summer,Train,Medium,Camping,Adventure & Active
User 915,India,en_US,1938,17-Apr,2017-04-22T18:38:27-04:00,3,0,4,28.0,solo,0m1w2d,2452.0,Water Sports,Camping,Wildlife Safaris,Summer,Bike,Medium,Hostel,Adventure & Active
User 916,"Brandon, null, United Kingdom",en_UK,18,17-Apr,2017-04-17T01:44:33-04:00,5,0,9,24.0,group,0m2w1d,1816.0,Wildlife Safaris,Camping,Hiking and Trekking,Fall,Public-Bus,Medium,Hostel,Adventure & Active
User 932,"Vancouver, Canada",en_US,70,16-Oct,2017-02-28T14:12:36-05:00,4,0,1,26.0,couples,0m1w3d,1841.0,Camping,Water Sports,Hiking and Trekking,Fall,Car,Medium,Camping,Adventure & Active
User 944,"Helsingborg, Sweden",sv,15,16-Feb,2017-01-31T02:30:42-05:00,5,0,12,29.0,solo,0m1w2d,2010.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Fall,Bike,Medium,Guesthouse,Adventure & Active
User 963,"Hinckley, United Kingdom",en_US,1,16-Aug,2016-09-05T05:07:45-04:00,4,0,6,19.0,group,0m2w2d,2092.0,Water Sports,Hiking and Trekking,Camping,Fall,Train,Medium,Camping,Adventure & Active
User 984,"Lisbon, Portugal",ru,22,16-Jun,2016-06-17T00:32:17-04:00,3,2,4,27.0,solo,0m1w3d,1707.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Van,Medium,Guesthouse,Adventure & Active
User 988,"Moscow, Russia",en_US,5,16-Feb,2016-05-21T16:07:38-04:00,3,0,14,27.0,group,0m2w4d,2097.0,Wildlife Safaris,Camping,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
User 989,"Kathmandu, Nepal",en_US,14,16-Apr,2016-05-18T21:45:47-04:00,5,0,0,32.0,solo,0m1w2d,2536.0,Whale and Dolphin Watching,Water Sports,Camping,Winter,Van,Medium,Guesthouse,Adventure & Active
User 991,"Adelaide, Australia",en_US,49,15-Sep,2016-05-11T23:08:53-04:00,4,0,3,19.0,group,0m2w5d,1565.0,Water Sports,Camping,Wildlife Safaris,Fall,Van,Medium,Hostel,Adventure & Active
User 993,"Gourock, United Kingdom",en_UK,23,16-Apr,2016-04-28T12:40:21-04:00,5,2,5,25.0,group,0m2w6d,1808.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Fall,Train,Medium,Camping,Adventure & Active
User 996,"San Francisco, California",en_US,20,16-Oct,2016-11-07T18:17:34-05:00,3,0,2,25.0,group,0m1w5d,1724.0,Hiking and Trekking,Camping,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
User 997,"Bengaluru, India",en_IN,154,16-Oct,2016-10-31T07:30:55-04:00,5,1,5,22.0,couples,0m1w0d,1688.0,Hiking and Trekking,Camping,Wildlife Safaris,Fall,Van,Medium,Camping,Adventure & Active
User 1003,"London, United Kingdom",en_US,84,16-Jun,2016-10-15T06:57:36-04:00,3,0,7,26.0,solo,0m1w1d,2034.0,Water Sports,Hiking and Trekking,Camping,Summer,Van,Medium,Camping,Adventure & Active
User 1005,"Urunga, Australia",en_US,12,16-Oct,2016-10-08T03:35:15-04:00,1,0,3,25.0,solo,0m1w0d,1520.0,Water Sports,Camping,Whale and Dolphin Watching,Fall,Train,Medium,Guesthouse,Adventure & Active
User 1007,"Aberdeen, United Kingdom",en_US,455,16-Sep,2016-09-21T17:54:52-04:00,5,0,8,31.0,group,0m1w3d,2968.0,Wildlife Safaris,Hiking and Trekking,Water Sports,Summer,Public-Bus,Medium,Camping,Adventure & Active
User 1011,"Amsterdam, The Netherlands",en_US,10,20-Jan,2020-02-04T18:42:30-05:00,2,0,10,20.0,group,0m2w2d,2125.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Summer,Train,Medium,Guesthouse,Adventure & Active
User 1012,"Mumbai, India",en_IE,592,20-Jan,2020-02-02T02:54:06-05:00,3,1,9,26.0,group,0m2w5d,1642.0,Wildlife Safaris,Whale and Dolphin Watching,Water Sports,Summer,Public-Bus,Medium,Camping,Adventure & Active
User 1017,"Montreal, Canada",en_US,60,19-Sep,2019-09-28T07:03:02-04:00,5,0,4,25.0,group,0m2w1d,1542.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Fall,Van,Medium,Guesthouse,Adventure & Active
User 1023,"Bangkok, Thailand",en_US,5,18-Feb,2019-01-16T02:08:21-05:00,5,1,11,25.0,solo,0m1w0d,1915.0,Whale and Dolphin Watching,Water Sports,Camping,Summer,Bike,Medium,Hostel,Adventure & Active
User 1025,"Kerala, India",en_UK,208,18-Sep,2018-10-27T07:34:50-04:00,4,0,6,23.0,group,0m1w3d,1872.0,Camping,Hiking and Trekking,Whale and Dolphin Watching,Fall,Public-Bus,Medium,Camping,Adventure & Active
User 1026,"Plumpton, Australia",en_US,7,18-Oct,2018-10-15T07:03:00-04:00,5,0,5,22.0,group,0m2w5d,1534.0,Hiking and Trekking,Camping,Water Sports,Spring,Public-Bus,Medium,Guesthouse,Adventure & Active
User 1028,"Queenstown, New Zealand",en_AU,42,18-Sep,2018-09-26T20:39:02-04:00,2,0,7,26.0,group,0m1w4d,2425.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
User 1031,"Karlslunde, Denmark",da,10,18-Jul,2018-07-15T20:20:24-04:00,2,0,5,22.0,couples,0m1w1d,1586.0,Hiking and Trekking,Camping,Whale and Dolphin Watching,Fall,PickMe,Medium,Camping,Adventure & Active
User 1034,"Bengaluru, India",en_IN,35,18-May,2018-05-17T20:45:18-04:00,4,0,10,22.0,group,0m1w6d,1817.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Fall,Train,Medium,Guesthouse,Adventure & Active
User 1040,"Tucson, Arizona",en_US,7,17-Jun,2017-06-22T20:47:12-04:00,5,1,3,25.0,group,0m2w5d,2467.0,Hiking and Trekking,Water Sports,Camping,Summer,Car,Medium,Camping,Adventure & Active
User 1043,"Santiago, Cape Verde",en_US,150,17-May,2017-05-29T07:50:18-04:00,4,0,0,23.0,group,0m1w3d,1563.0,Water Sports,Camping,Whale and Dolphin Watching,Fall,AC-Bus,Medium,Camping,Adventure & Active
User 1047,"Bridport, United Kingdom",en_GB,10,17-Jan,2017-01-09T01:52:19-05:00,1,1,15,26.0,group,0m1w3d,2038.0,Whale and Dolphin Watching,Camping,Water Sports,Fall,AC-Bus,Medium,Hostel,Adventure & Active
User 1056,"Toowoomba, Australia",en_UK,61,17-Jan,2017-04-12T05:08:29-04:00,4,0,8,26.0,group,0m1w4d,1696.0,Hiking and Trekking,Camping,Wildlife Safaris,Fall,Car,Medium,Hostel,Adventure & Active
User 1057,United Kingdom,en_UK,98,17-Feb,2017-04-03T02:52:37-04:00,4,0,13,21.0,couples,0m1w5d,1816.0,Camping,Wildlife Safaris,Whale and Dolphin Watching,Summer,Car,Medium,Guesthouse,Adventure & Active
User 1061,"Sydney, Australia",en_AU,132,16-Dec,2017-02-21T19:11:26-05:00,5,1,12,27.0,couples,0m1w1d,2429.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Summer,Bike,Medium,Guesthouse,Adventure & Active
User 1062,"New Delhi, India",en_IN,278,17-Jan,2017-02-13T20:39:52-05:00,4,0,7,30.0,solo,0m0w6d,1932.0,Whale and Dolphin Watching,Water Sports,Wildlife Safaris,Summer,Bike,Medium,Guesthouse,Adventure & Active
User 1065,"Newcastle, Australia",en_UK,3,17-Feb,2017-02-01T06:48:09-05:00,5,1,9,24.0,group,0m2w5d,1679.0,Water Sports,Camping,Whale and Dolphin Watching,Summer,Public-Bus,Medium,Hostel,Adventure & Active
User 1066,"London, United Kingdom",en_UK,96,16-Feb,2016-02-05T09:23:10-05:00,3,0,10,20.0,solo,0m0w5d,2357.0,Whale and Dolphin Watching,Water Sports,Camping,Summer,Bike,Medium,Camping,Adventure & Active
User 1069,"Sydney, Australia",en_UK,17,16-Jan,2016-01-19T07:49:34-05:00,4,2,2,25.0,group,0m2w2d,2110.0,Water Sports,Camping,Hiking and Trekking,Summer,Van,Medium,Hostel,Adventure & Active
User 1070,"Hamilton, New Zealand",en_US,21,15-Dec,2015-12-30T16:11:03-05:00,2,0,6,26.0,group,0m1w4d,1571.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,Van,Medium,Guesthouse,Adventure & Active
User 1071,"Canton of Geneva, Switzerland",fr,151,15-Aug,2015-11-22T06:23:40-05:00,5,0,6,23.0,group,0m2w2d,2436.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Summer,Train,Medium,Camping,Adventure & Active
User 1077,"Ottawa, Canada",en_US,51,15-Dec,2016-09-06T09:39:35-04:00,5,0,0,23.0,solo,0m1w0d,2379.0,Whale and Dolphin Watching,Camping,Hiking and Trekking,Fall,scooter,Medium,Camping,Adventure & Active
User 1082,"Paris, France",en_US,9,16-Aug,2016-08-04T06:23:13-04:00,4,0,0,19.0,couples,0m1w2d,1803.0,Camping,Water Sports,Wildlife Safaris,Summer,Car,Medium,Guesthouse,Adventure & Active
User 1085,"Melbourne, Australia",en_US,98,18-Apr,2018-04-02T17:13:42-04:00,4,0,10,27.0,group,0m2w5d,1663.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,AC-Bus,Medium,Hostel,Adventure & Active
User 1092,"England, United Kingdom",en_UK,203,17-Dec,2018-01-21T22:54:25-05:00,3,0,7,28.0,solo,0m1w0d,2325.0,Water Sports,Camping,Whale and Dolphin Watching,Fall,Bike,Medium,Camping,Adventure & Active
User 1099,"Surbiton, United Kingdom",en_US,58,15-Sep,2015-09-03T03:06:30-04:00,3,0,10,18.0,solo,0m1w2d,2139.0,Hiking and Trekking,Water Sports,Camping,Summer,Bike,Medium,Camping,Adventure & Active
User 1106,"Brisbane, Australia",en_US,71,14-Nov,2014-12-13T23:17:08-05:00,4,1,14,21.0,group,0m2w6d,1807.0,Whale and Dolphin Watching,Water Sports,Wildlife Safaris,Fall,Van,Medium,Guesthouse,Adventure & Active
User 1109,"Mantua, Italy",it,16,14-Mar,2014-04-09T09:29:04-04:00,4,1,13,26.0,solo,0m1w3d,2392.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Fall,Train,Medium,Hostel,Adventure & Active
User 1116,"New South Wales, Australia",en_US,37,13-Jun,2013-06-11T22:14:05-04:00,5,1,1,27.0,group,0m2w0d,1849.0,Whale and Dolphin Watching,Camping,Hiking and Trekking,Fall,Car,Medium,Guesthouse,Adventure & Active
User 1134,"Beirut, Lebanon",en_US,36,15-May,2015-05-18T15:37:50-04:00,2,0,4,18.0,group,0m2w0d,2095.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Summer,Van,Medium,Camping,Adventure & Active
User 1144,Brampton,en_US,6,14-Jul,2014-07-17T07:24:57-04:00,5,0,2,18.0,group,0m2w5d,2372.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Fall,Public-Bus,Medium,Hostel,Adventure & Active
