Age,Travel Style,Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
18.0,group,2372.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Fall,Public-Bus,Medium,Hostel,Adventure & Active
31.0,group,2564.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Fall,Van,Medium,Hostel,Adventure & Active
27.0,group,1703.0,Water Sports,Wildlife Safaris,Hiking and Trekking,Summer,Public-Bus,Medium,Hostel,Adventure & Active
26.0,solo,1938.0,Wildlife Safaris,Water Sports,Camping,Fall,Van,Medium,Hostel,Adventure & Active
22.0,group,1638.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Fall,Train,Medium,Guesthouse,Adventure & Active
20.0,group,1695.0,Wildlife Safaris,Whale and Dolphin Watching,Water Sports,Fall,Car,Medium,Guesthouse,Adventure & Active
26.0,group,2341.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Fall,Train,Medium,Guesthouse,Adventure & Active
31.0,group,2063.0,Water Sports,Camping,Hiking and Trekking,Summer,Public-Bus,Medium,Hostel,Adventure & Active
24.0,group,1728.0,Camping,Water Sports,Whale and Dolphin Watching,Fall,Train,Medium,Camping,Adventure & Active
28.0,couples,2373.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Fall,Bike,Medium,Camping,Adventure & Active
26.0,solo,2132.0,Camping,Water Sports,Wildlife Safaris,Summer,Bike,Medium,Camping,Adventure & Active
18.0,group,2005.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Summer,Public-Bus,Medium,Hostel,Adventure & Active
20.0,group,1678.0,Water Sports,Hiking and Trekking,Camping,Fall,Van,Medium,Guesthouse,Adventure & Active
23.0,group,2190.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Fall,AC-Bus,Medium,Hostel,Adventure & Active
19.0,couples,1680.0,Whale and Dolphin Watching,Wildlife Safaris,Water Sports,Fall,Car,Medium,Guesthouse,Adventure & Active
30.0,solo,2325.0,Water Sports,Wildlife Safaris,Camping,Fall,Bike,Medium,Hostel,Adventure & Active
29.0,group,2429.0,Wildlife Safaris,Water Sports,Hiking and Trekking,Summer,Van,Medium,Camping,Adventure & Active
20.0,couples,1590.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Fall,Bike,Medium,Hostel,Adventure & Active
19.0,couples,2127.0,Water Sports,Camping,Wildlife Safaris,Fall,Bike,Medium,Hostel,Adventure & Active
28.0,group,2283.0,Whale and Dolphin Watching,Camping,Water Sports,Fall,Train,Medium,Camping,Adventure & Active
22.0,solo,2281.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Summer,Car,Medium,Guesthouse,Adventure & Active
29.0,solo,1722.0,Water Sports,Camping,Hiking and Trekking,Summer,Train,Medium,Camping,Adventure & Active
26.0,group,1551.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Car,Medium,Camping,Adventure & Active
29.0,group,1750.0,Camping,Water Sports,Hiking and Trekking,Fall,Van,Medium,Hostel,Adventure & Active
25.0,couples,2431.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,Car,Medium,Camping,Adventure & Active
19.0,couples,1790.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Summer,Bike,Medium,Camping,Adventure & Active
28.0,group,2379.0,Wildlife Safaris,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
21.0,couples,1547.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Summer,Car,Medium,Camping,Adventure & Active
24.0,group,2368.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
19.0,group,2240.0,Camping,Whale and Dolphin Watching,Water Sports,Fall,Public-Bus,Medium,Guesthouse,Adventure & Active
24.0,group,1992.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Fall,Train,Medium,Camping,Adventure & Active
27.0,group,1985.0,Water Sports,Whale and Dolphin Watching,Camping,Fall,Train,Medium,Camping,Adventure & Active
26.0,couples,2491.0,Water Sports,Wildlife Safaris,Camping,Fall,Bike,Medium,Hostel,Adventure & Active
27.0,group,2450.0,Wildlife Safaris,Water Sports,Camping,Summer,Van,Medium,Camping,Adventure & Active
18.0,group,1788.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Summer,Public-Bus,Medium,Camping,Adventure & Active
25.0,group,2241.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Summer,Train,Medium,Hostel,Adventure & Active
31.0,group,2903.0,Hiking and Trekking,Water Sports,Camping,Fall,Van,Medium,Camping,Adventure & Active
20.0,group,1503.0,Wildlife Safaris,Hiking and Trekking,Water Sports,Fall,AC-Bus,Medium,Hostel,Adventure & Active
27.0,solo,2022.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Summer,Car,Medium,Camping,Adventure & Active
30.0,group,2066.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Summer,Car,Medium,Guesthouse,Adventure & Active
18.0,group,1578.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Spring,Car,Medium,Camping,Adventure & Active
28.0,solo,2462.0,Water Sports,Wildlife Safaris,Hiking and Trekking,Fall,Bike,Medium,Camping,Adventure & Active
18.0,solo,2055.0,Hiking and Trekking,Wildlife Safaris,Camping,Summer,scooter,Medium,Guesthouse,Adventure & Active
22.0,solo,1600.0,Whale and Dolphin Watching,Camping,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
25.0,solo,2381.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Fall,Train,Medium,Guesthouse,Adventure & Active
19.0,group,1974.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Summer,Train,Medium,Guesthouse,Adventure & Active
22.0,group,1754.0,Camping,Hiking and Trekking,Wildlife Safaris,Fall,AC-Bus,Medium,Hostel,Adventure & Active
28.0,group,2043.0,Whale and Dolphin Watching,Camping,Wildlife Safaris,Summer,AC-Bus,Medium,Camping,Adventure & Active
21.0,group,1846.0,Water Sports,Camping,Wildlife Safaris,Summer,AC-Bus,Medium,Hostel,Adventure & Active
27.0,group,1935.0,Whale and Dolphin Watching,Water Sports,Wildlife Safaris,Summer,AC-Bus,Medium,Camping,Adventure & Active
29.0,solo,1600.0,Water Sports,Wildlife Safaris,Camping,Summer,Train,Medium,Guesthouse,Adventure & Active
31.0,group,2218.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Summer,Public-Bus,Medium,Camping,Adventure & Active
19.0,group,2139.0,Whale and Dolphin Watching,Wildlife Safaris,Camping,Fall,Van,Medium,Hostel,Adventure & Active
27.0,group,1862.0,Hiking and Trekking,Water Sports,Wildlife Safaris,Fall,Car,Medium,Camping,Adventure & Active
23.0,group,2178.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Car,Medium,Hostel,Adventure & Active
18.0,solo,1926.0,Camping,Hiking and Trekking,Water Sports,Summer,Bike,Medium,Camping,Adventure & Active
28.0,group,2234.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Public-Bus,Medium,Camping,Adventure & Active
22.0,group,1866.0,Wildlife Safaris,Whale and Dolphin Watching,Water Sports,Spring,AC-Bus,Medium,Guesthouse,Adventure & Active
22.0,solo,2391.0,Camping,Water Sports,Hiking and Trekking,Fall,Van,Medium,Guesthouse,Adventure & Active
23.0,group,1733.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
26.0,group,2085.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Fall,Train,Medium,Camping,Adventure & Active
18.0,group,1661.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Summer,Car,Medium,Guesthouse,Adventure & Active
30.0,couples,1600.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
28.0,group,1650.0,Hiking and Trekking,Camping,Water Sports,Summer,AC-Bus,Medium,Camping,Adventure & Active
18.0,group,2150.0,Camping,Hiking and Trekking,Water Sports,Fall,Train,Medium,Hostel,Adventure & Active
32.0,solo,2378.0,Camping,Hiking and Trekking,Wildlife Safaris,Fall,scooter,Medium,Hostel,Adventure & Active
20.0,group,1775.0,Whale and Dolphin Watching,Water Sports,Wildlife Safaris,Summer,Train,Medium,Guesthouse,Adventure & Active
23.0,couples,1991.0,Wildlife Safaris,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
24.0,group,1693.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Summer,Train,Medium,Camping,Adventure & Active
26.0,solo,1915.0,Water Sports,Hiking and Trekking,Camping,Fall,scooter,Medium,Camping,Adventure & Active
24.0,group,2372.0,Water Sports,Whale and Dolphin Watching,Camping,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
28.0,solo,1914.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Train,Medium,Guesthouse,Adventure & Active
27.0,couples,1609.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Fall,Car,Medium,Camping,Adventure & Active
21.0,group,1936.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Summer,Train,Medium,Guesthouse,Adventure & Active
21.0,group,1715.0,Whale and Dolphin Watching,Wildlife Safaris,Water Sports,Summer,Public-Bus,Medium,Hostel,Adventure & Active
29.0,group,1728.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Fall,Train,Medium,Camping,Adventure & Active
31.0,couples,2188.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,Van,Medium,Camping,Adventure & Active
24.0,group,2311.0,Camping,Wildlife Safaris,Hiking and Trekking,Fall,Car,Medium,Hostel,Adventure & Active
23.0,solo,1529.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Fall,Bike,Medium,Guesthouse,Adventure & Active
24.0,solo,1923.0,Camping,Wildlife Safaris,Water Sports,Summer,Train,Medium,Guesthouse,Adventure & Active
31.0,solo,2286.0,Wildlife Safaris,Whale and Dolphin Watching,Camping,Fall,scooter,Medium,Camping,Adventure & Active
30.0,group,1931.0,Hiking and Trekking,Camping,Wildlife Safaris,Summer,Van,Medium,Hostel,Adventure & Active
32.0,group,2529.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Summer,Car,Medium,Camping,Adventure & Active
27.0,group,2298.0,Camping,Water Sports,Whale and Dolphin Watching,Summer,Car,Medium,Hostel,Adventure & Active
31.0,group,2936.0,Wildlife Safaris,Water Sports,Camping,Summer,Train,Medium,Guesthouse,Adventure & Active
32.0,solo,2440.0,Water Sports,Wildlife Safaris,Hiking and Trekking,Summer,scooter,Medium,Camping,Adventure & Active
19.0,group,2206.0,Camping,Hiking and Trekking,Wildlife Safaris,Summer,Van,Medium,Hostel,Adventure & Active
19.0,group,1818.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Summer,Train,Medium,Camping,Adventure & Active
19.0,group,2404.0,Hiking and Trekking,Camping,Wildlife Safaris,Fall,Car,Medium,Guesthouse,Adventure & Active
26.0,group,2008.0,Water Sports,Wildlife Safaris,Camping,Fall,AC-Bus,Medium,Hostel,Adventure & Active
22.0,group,2118.0,Whale and Dolphin Watching,Camping,Water Sports,Fall,AC-Bus,Medium,Camping,Adventure & Active
30.0,solo,1855.0,Camping,Hiking and Trekking,Wildlife Safaris,Summer,Bike,Medium,Camping,Adventure & Active
23.0,group,2019.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Car,Medium,Camping,Adventure & Active
20.0,group,1865.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
24.0,group,2124.0,Whale and Dolphin Watching,Camping,Hiking and Trekking,Fall,Public-Bus,Medium,Hostel,Adventure & Active
20.0,couples,1577.0,Water Sports,Hiking and Trekking,Whale and Dolphin Watching,Fall,Van,Medium,Hostel,Adventure & Active
25.0,group,2404.0,Whale and Dolphin Watching,Camping,Wildlife Safaris,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
19.0,solo,2402.0,Wildlife Safaris,Camping,Hiking and Trekking,Summer,Train,Medium,Hostel,Adventure & Active
29.0,solo,2404.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Fall,Car,Medium,Guesthouse,Adventure & Active
23.0,group,1968.0,Water Sports,Camping,Hiking and Trekking,Summer,Public-Bus,Medium,Camping,Adventure & Active
28.0,group,1719.0,Water Sports,Hiking and Trekking,Camping,Fall,Train,Medium,Camping,Adventure & Active
23.0,couples,1582.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Summer,Bike,Medium,Hostel,Adventure & Active
22.0,group,2161.0,Camping,Wildlife Safaris,Hiking and Trekking,Fall,Train,Medium,Camping,Adventure & Active
18.0,couples,1687.0,Camping,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Guesthouse,Adventure & Active
31.0,group,2566.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,Public-Bus,Medium,Hostel,Adventure & Active
18.0,solo,2059.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Summer,Bike,Medium,Camping,Adventure & Active
23.0,group,2235.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Winter,AC-Bus,Medium,Camping,Adventure & Active
27.0,group,1589.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,Van,Medium,Hostel,Adventure & Active
23.0,group,2361.0,Water Sports,Camping,Hiking and Trekking,Fall,Van,Medium,Camping,Adventure & Active
26.0,couples,2266.0,Whale and Dolphin Watching,Water Sports,Camping,Fall,Bike,Medium,Camping,Adventure & Active
18.0,solo,2054.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Spring,Car,Medium,Camping,Adventure & Active
28.0,group,1659.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Fall,Public-Bus,Medium,Camping,Adventure & Active
27.0,solo,1847.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Fall,scooter,Medium,Camping,Adventure & Active
32.0,group,2239.0,Camping,Water Sports,Whale and Dolphin Watching,Fall,Car,Medium,Guesthouse,Adventure & Active
26.0,group,1944.0,Camping,Wildlife Safaris,Water Sports,Fall,Train,Medium,Guesthouse,Adventure & Active
30.0,group,1963.0,Wildlife Safaris,Camping,Water Sports,Summer,Van,Medium,Hostel,Adventure & Active
29.0,solo,2242.0,Whale and Dolphin Watching,Wildlife Safaris,Water Sports,Summer,Bike,Medium,Hostel,Adventure & Active
32.0,group,2764.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Summer,Van,Medium,Hostel,Adventure & Active
24.0,group,1676.0,Hiking and Trekking,Water Sports,Camping,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
28.0,group,2136.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,AC-Bus,Medium,Hostel,Adventure & Active
27.0,solo,2101.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Hostel,Adventure & Active
21.0,solo,1512.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,Car,Medium,Hostel,Adventure & Active
30.0,group,1786.0,Whale and Dolphin Watching,Wildlife Safaris,Camping,Winter,Van,Medium,Camping,Adventure & Active
23.0,solo,2009.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Fall,scooter,Medium,Hostel,Adventure & Active
24.0,group,1898.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Summer,Van,Medium,Camping,Adventure & Active
20.0,solo,2135.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Fall,scooter,Medium,Camping,Adventure & Active
19.0,group,2323.0,Wildlife Safaris,Whale and Dolphin Watching,Camping,Fall,Van,Medium,Hostel,Adventure & Active
25.0,couples,1597.0,Hiking and Trekking,Camping,Water Sports,Fall,PickMe,Medium,Hostel,Adventure & Active
26.0,group,2020.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,Public-Bus,Medium,Camping,Adventure & Active
26.0,couples,2331.0,Water Sports,Camping,Whale and Dolphin Watching,Fall,Car,Medium,Hostel,Adventure & Active
18.0,solo,2044.0,Water Sports,Whale and Dolphin Watching,Hiking and Trekking,Fall,scooter,Medium,Guesthouse,Adventure & Active
29.0,group,1590.0,Water Sports,Whale and Dolphin Watching,Hiking and Trekking,Spring,AC-Bus,Medium,Guesthouse,Adventure & Active
28.0,solo,2284.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Fall,Car,Medium,Camping,Adventure & Active
30.0,group,1718.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Summer,Public-Bus,Medium,Camping,Adventure & Active
28.0,group,1745.0,Hiking and Trekking,Water Sports,Camping,Fall,Car,Medium,Guesthouse,Adventure & Active
28.0,solo,1637.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Summer,scooter,Medium,Camping,Adventure & Active
22.0,couples,1685.0,Hiking and Trekking,Camping,Whale and Dolphin Watching,Spring,Bike,Medium,Hostel,Adventure & Active
20.0,group,2355.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Summer,AC-Bus,Medium,Camping,Adventure & Active
27.0,group,2388.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Summer,Car,Medium,Guesthouse,Adventure & Active
19.0,group,1560.0,Water Sports,Camping,Wildlife Safaris,Fall,Car,Medium,Hostel,Adventure & Active
18.0,group,2289.0,Wildlife Safaris,Hiking and Trekking,Whale and Dolphin Watching,Summer,Car,Medium,Camping,Adventure & Active
27.0,solo,1822.0,Camping,Wildlife Safaris,Water Sports,Fall,scooter,Medium,Hostel,Adventure & Active
21.0,group,1910.0,Whale and Dolphin Watching,Wildlife Safaris,Camping,Fall,Public-Bus,Medium,Guesthouse,Adventure & Active
21.0,group,1935.0,Hiking and Trekking,Camping,Water Sports,Fall,Train,Medium,Hostel,Adventure & Active
21.0,group,2442.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Summer,Public-Bus,Medium,Camping,Adventure & Active
32.0,solo,2677.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Summer,Van,Medium,Hostel,Adventure & Active
23.0,couples,2449.0,Camping,Water Sports,Hiking and Trekking,Summer,Car,Medium,Camping,Adventure & Active
26.0,couples,2079.0,Hiking and Trekking,Water Sports,Wildlife Safaris,Fall,PickMe,Medium,Camping,Adventure & Active
19.0,group,1527.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
30.0,solo,2358.0,Camping,Hiking and Trekking,Water Sports,Fall,Car,Medium,Guesthouse,Adventure & Active
26.0,solo,1749.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
22.0,group,1504.0,Camping,Hiking and Trekking,Water Sports,Fall,Van,Medium,Guesthouse,Adventure & Active
29.0,solo,2165.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Summer,Van,Medium,Guesthouse,Adventure & Active
23.0,solo,2346.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Summer,Train,Medium,Guesthouse,Adventure & Active
22.0,couples,2406.0,Hiking and Trekking,Water Sports,Wildlife Safaris,Spring,Bike,Medium,Camping,Adventure & Active
27.0,group,2197.0,Wildlife Safaris,Whale and Dolphin Watching,Camping,Spring,Public-Bus,Medium,Guesthouse,Adventure & Active
21.0,group,2278.0,Hiking and Trekking,Wildlife Safaris,Camping,Fall,Van,Medium,Camping,Adventure & Active
22.0,group,1804.0,Water Sports,Camping,Wildlife Safaris,Fall,Public-Bus,Medium,Camping,Adventure & Active
22.0,group,1986.0,Water Sports,Wildlife Safaris,Whale and Dolphin Watching,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
23.0,couples,1897.0,Whale and Dolphin Watching,Hiking and Trekking,Camping,Summer,Bike,Medium,Hostel,Adventure & Active
19.0,solo,1570.0,Camping,Wildlife Safaris,Water Sports,Summer,scooter,Medium,Camping,Adventure & Active
29.0,solo,1876.0,Water Sports,Camping,Hiking and Trekking,Fall,scooter,Medium,Guesthouse,Adventure & Active
31.0,group,2265.0,Water Sports,Camping,Hiking and Trekking,Fall,Train,Medium,Hostel,Adventure & Active
29.0,solo,2087.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Bike,Medium,Guesthouse,Adventure & Active
26.0,solo,2466.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Fall,scooter,Medium,Hostel,Adventure & Active
22.0,group,2052.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Car,Medium,Hostel,Adventure & Active
30.0,group,2109.0,Water Sports,Hiking and Trekking,Camping,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
